College_name_long,CB_COLLEGE_ID,CB_TERM_ID,CB_COURSE_ID,CB_CONTROL_NUMBER,CB_TITLE,CB_TOP_CODE,CB_CREDIT_STATUS,CB_TRANSFER_STATUS,CB_UNITS_MAXIMUM,CB_UNITS_MINIMUM,CB_BASIC_SKILLS_STATUS,CB_SAM_CODE,CB_COOP_ED_STATUS,CB_CLASSIFICATION_CODE,CB_SPECIAL_CLASS_STATUS,CB_PRIOR_TO_COLLEGE,CB_NONCREDIT_CATEGORY,CB_FUNDING_CATEGORY,CB_CRCC_ID,CB_PROGRAM_STATUS,CB_GENERAL_EDUCATION_STATUS,CB_SUPPORT_COURSE_STATUS,CB_UPPDER_DIVISION_STATUS
CUYAMACA COLLEGE,021,257,ARBC-251    ,CCC000506595,Conversational Arabic II                                            ,111200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ARBC-251    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ARBC-254    ,CCC000587696,Conversational Iraqi Dialect                                        ,111200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ARBC-254    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ARBC-256    ,CCC000637175,Conversational Levantine Dialect                                    ,111200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ARBC-256    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-100     ,CCC000064490,Art Appreciation                                                    ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-100     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-120     ,CCC000291365,Two-Dimensional Design                                              ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-120     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-121     ,CCC000118176,Painting I                                                          ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-121     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-124     ,CCC000303603,Drawing I                                                           ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-124     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-140     ,CCC000240978,Survey of Western Art I: Prehistory through Middle Ages             ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-140     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-142     ,CCC000637994,"Art of Africa, Oceania and the Americas                             ",100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-142     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-146     ,CCC000562343,Asian Art                                                           ,100200,D,B,3,3,N,E,N,Y,N,Y,Y,Y,ART-146     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-210     ,CCC000637995,Introduction to Printmaking                                         ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-210     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-211     ,CCC000637996,Intermediate Printmaking                                            ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-211     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-220     ,CCC000160756,Painting II                                                         ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-220     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-221     ,CCC000233550,Painting III                                                        ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-221     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-222     ,CCC000086652,Painting IV                                                         ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-222     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-230     ,CCC000022647,Figure Drawing I                                                    ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-230     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-231     ,CCC000282636,Figure Drawing II                                                   ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-231     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ART-243     ,CCC000647225,Perspective Drawing                                                 ,100200,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ART-243     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ASL-120     ,CCC000593703,American Sign Language I                                            ,085000,D,A,4,4,N,E,N,Y,N,Y,Y,Y,ASL-120     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ASL-121     ,CCC000593704,American Sign Language II                                           ,085000,D,A,4,4,N,E,N,Y,N,Y,Y,Y,ASL-121     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ASTR-110    ,CCC000031643,Descriptive Astronomy                                               ,191100,D,A,3,3,N,E,N,Y,N,Y,Y,Y,ASTR-110    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,ASTR-112    ,CCC000117657,General Astronomy Laboratory                                        ,191100,D,A,1,1,N,E,N,Y,N,Y,Y,Y,ASTR-112    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-099    ,CCC000546909,Introduction to Automotive Technology                               ,094800,D,B,3,3,N,D,N,Y,N,Y,Y,Y,AUTO-099    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-100L   ,CCC000626789,Introduction to Automotive Technology Laboratory                    ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-100L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-121    ,CCC000623568,Automatic Transmission Theory and Operation                         ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-121    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-121L   ,CCC000623476,Automatic Transmission Theory and Operation Laboratory              ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-121L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-121T   ,CCC000623569,Automatic Transmission Theory and Operation Assessment Test Out     ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-121T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-126    ,CCC000623570,Automatic Transmission Diagnosis and Testing                        ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-126    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-126L   ,CCC000623477,Automatic Transmission Diagnosis and Testing Laboratory             ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-126L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-126T   ,CCC000623478,Automatic Transmission Diagnosis and Testing Assessment Test Out    ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-126T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-131    ,CCC000621159,Manual Transmission and Transaxle Repair                            ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-131    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-131L   ,CCC000621160,Manual Transmission and Transaxle Repair Laboratory                 ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-131L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-131T   ,CCC000621161,Manual Transmission and Transaxle Repair Assessment Test Out        ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-131T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-132    ,CCC000623571,Differential and 4WD Systems Diagnosis and Service                  ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-132    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-132L   ,CCC000623479,Differential and 4WD Systems Laboratory                             ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-132L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-132T   ,CCC000623480,Differential and 4WD Systems Assessment Test Out                    ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-132T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-151    ,CCC000623485,Brake System Diagnosis and Repair                                   ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-151    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-151L   ,CCC000623486,Brake System Diagnosis and Repair Laboratory                        ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-151L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-151T   ,CCC000623487,Brake System Diagnosis and Repair Assessment Test Out               ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-151T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-153    ,CCC000623488,Advanced Brake System Diagnosis and Repair                          ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-153    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-153L   ,CCC000623489,Advanced Brake System Diagnosis and Repair Laboratory               ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-153L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-153T   ,CCC000623490,Advanced Brake System Assessment Test Out                           ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-153T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-161    ,CCC000623614,Electrical Diagnosis and Repair                                     ,094800,D,C,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-161    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-161L   ,CCC000621162,Electrical Diagnosis and Repair Laboratory                          ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-161L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-161T   ,CCC000623615,Electrical Diagnosis and Repair Assessment Test Out                 ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-161T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-162    ,CCC000623616,Electronics Diagnosis and Repair                                    ,094800,D,C,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-162    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-162L   ,CCC000621163,Electronics Diagnosis and Repair Laboratory                         ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-162L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-162T   ,CCC000621164,Electronics Diagnosis and Repair Assessment Test Out                ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-162T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-171    ,CCC000623617,Climate Control System Diagnosis and Repair                         ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-171    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-171L   ,CCC000623491,Climate Control System Diagnosis and Repair Laboratory              ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-171L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-171T   ,CCC000623492,Climate Control System Diagnosis and Repair Assessment Test Out     ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-171T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-181    ,CCC000623588,Engine Performance I Ignition and Fuel Systems                      ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-181    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-181L   ,CCC000623493,Engine Performance I Ignition and Fuel Systems Laboratory           ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-181L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-181T   ,CCC000623618,Engine Performance I Ignition and Fuel Systems Assessment Test Out  ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-181T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-183    ,CCC000623589,Engine Performance II Intake Exhaust and Emission Systems           ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-183    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-183L   ,CCC000623494,Engine Performance II Intake Exhaust Emission Systems Laboratory    ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-183L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-183T   ,CCC000623495,Engine Performance II Intake Exhaust Emission Systems Assessment Tes,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-183T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-211    ,CCC000623499,Automotive Customer Service                                         ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-211    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-212    ,CCC000623500,Automotive Work Experience                                          ,094800,D,B,4,1,N,C,C,Y,N,Y,Y,Y,AUTO-212    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-213    ,CCC000623501,ASCCA - Work Experience                                             ,094800,D,B,4,1,N,C,C,Y,N,Y,Y,Y,AUTO-213    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-214    ,CCC000623619,General Motors ASEP Work Experience                                 ,094800,D,B,4,1,N,C,C,Y,N,Y,Y,Y,AUTO-214    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-215    ,CCC000623620,Ford ASSET-Work Experience                                          ,094800,D,B,4,1,N,C,C,Y,N,Y,Y,Y,AUTO-215    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-284    ,CCC000623510,Level I Inspector Training Emission Control License                 ,094800,D,B,2,2,N,C,N,Y,N,Y,Y,Y,AUTO-284    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-284L   ,CCC000623511,Level I Inspector Training Emission Control License Laboratory      ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-284L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-284T   ,CCC000623512,Level I Inspector Training Emission Control License Assessment Test ,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-284T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-285    ,CCC000623513,Level II Inspector Training Emission Control License                ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-285    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-285L   ,CCC000623514,Level II Inspector Training Emission Control License Laboratory     ,094800,D,B,1,1,N,C,N,Y,N,Y,Y,Y,AUTO-285L   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,AUTO-285T   ,CCC000623515,Level II Inspector Training Emission Control License Assessment Test,094800,D,C,0.5,0.5,N,C,N,Y,N,Y,Y,Y,AUTO-285T   ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-120     ,CCC000644199,Principles of Biology                                               ,040100,D,A,4,4,N,E,N,Y,N,Y,Y,Y,BIO-120     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-122     ,CCC000500970,The Secret Life of Plants                                           ,040100,D,A,4,4,N,E,N,Y,N,Y,Y,Y,BIO-122     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-131     ,CCC000222392,General Biology I Laboratory                                        ,040100,D,A,1,1,N,E,N,Y,N,Y,Y,Y,BIO-131     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-133     ,CCC000547985,Ethnoecology                                                        ,040100,D,A,3,3,N,E,N,Y,N,Y,Y,Y,BIO-133     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-140     ,CCC000637197,Human Anatomy                                                       ,040100,D,A,4,4,N,E,N,Y,N,Y,Y,Y,BIO-140     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-141     ,CCC000270833,Human Physiology                                                    ,040100,D,A,3,3,N,E,N,Y,N,Y,Y,Y,BIO-141     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-141L    ,CCC000451754,Laboratory in Human Physiology                                      ,040100,D,A,1,1,N,E,N,Y,N,Y,Y,Y,BIO-141L    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-152     ,CCC000451755,Paramedical Microbiology                                            ,040100,D,A,5,5,N,E,N,Y,N,Y,Y,Y,BIO-152     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-230     ,CCC000522411,"Principles of Cellular, Molecular and Evolutionary Biology          ",040100,D,A,4,4,N,E,N,Y,N,Y,Y,Y,BIO-230     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BIO-240     ,CCC000522410,"Principles of Ecology, Evolution and Organismal Biology             ",040100,D,A,5,5,N,E,N,Y,N,Y,Y,Y,BIO-240     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-100     ,CCC000300025,Basic Keyboarding                                                   ,051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-100     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-102A    ,CCC000593549,Intermediate Keyboarding/Document Processing I                      ,051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,BOT-102A    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-102B    ,CCC000138137,Intermediate Keyboarding/Document Processing II                     ,051400,D,B,1.5,1.5,N,C,N,Y,N,Y,Y,Y,BOT-102B    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-107     ,CCC000593584,Office Systems and Procedures                                       ,051400,D,B,2,2,N,C,N,Y,N,Y,Y,Y,BOT-107     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-115     ,CCC000168992,Essential Excel                                                     ,051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-115     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-117     ,CCC000094555,Essential PowerPoint                                                ,051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-117     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-119     ,CCC000571904,Windows for the Information Worker                                  ,051400,D,B,2,2,N,D,N,Y,N,Y,Y,Y,BOT-119     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-120     ,CCC000100565,"Comprehensive Word, Level I                                         ",051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-120     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-121     ,CCC000018613,"Comprehensive Word, Level II                                        ",051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-121     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-122     ,CCC000371278,"Comprehensive Word, Level III                                       ",051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-122     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-126     ,CCC000289904,"Comprehensive Access, Level I                                       ",051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-126     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-127     ,CCC000117833,"Comprehensive Access, Level II                                      ",051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-127     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-128     ,CCC000190253,"Comprehensive Access, Level III                                     ",051400,D,B,1,1,N,B,N,Y,N,Y,Y,Y,BOT-128     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-133     ,CCC000591714,Adobe Acrobat for the Workplace                                     ,051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-133     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-174     ,CCC000583419,Computer Concepts and Applications                                  ,051400,D,B,3,3,N,C,N,Y,N,Y,Y,Y,BOT-174     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-180     ,CCC000624951,Basic Computer Skills for Arabic Learners                           ,051400,D,B,1,1,N,C,N,Y,N,Y,Y,Y,BOT-180     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BOT-224     ,CCC000073118,Office Work Experience                                              ,051400,D,B,2,2,N,B,C,Y,N,Y,Y,Y,BOT-224     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-110     ,CCC000352162,Introduction to Business                                            ,050100,D,A,3,3,N,C,N,Y,N,Y,Y,Y,BUS-110     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-120     ,CCC000583415,Financial Accounting                                                ,050200,D,A,4,4,N,C,N,Y,N,Y,Y,Y,BUS-120     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-121     ,CCC000583414,Managerial Accounting                                               ,050200,D,A,4,4,N,C,N,Y,N,Y,Y,Y,BUS-121     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-122     ,CCC000329070,Intermediate Accounting                                             ,050200,D,B,4,4,N,B,N,Y,N,Y,Y,Y,BUS-122     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-125     ,CCC000082047,Business Law: Legal Environment of Business                         ,050100,D,A,3,3,N,C,N,Y,N,Y,Y,Y,BUS-125     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-128     ,CCC000242473,Business Communication                                              ,050100,D,B,3,3,N,C,N,Y,N,Y,Y,Y,BUS-128     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-129     ,CCC000095155,Payroll Accounting and Business Taxes                               ,050200,D,B,2,2,N,B,N,Y,N,Y,Y,Y,BUS-129     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-150     ,CCC000214896,Individual Income Tax Accounting                                    ,050200,D,B,3,3,N,D,N,Y,N,Y,Y,Y,BUS-150     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-155     ,CCC000330596,Human Resources Management                                          ,050600,D,B,3,3,N,D,N,Y,N,Y,Y,Y,BUS-155     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-161     ,CCC000610052,Business Internship                                                 ,050100,D,B,3,1,N,C,N,Y,N,Y,Y,Y,BUS-161     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,BUS-195     ,CCC000028240,Principles of Money Management for Success                          ,050100,D,A,3,3,N,D,N,Y,N,Y,Y,Y,BUS-195     ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CADD-115    ,CCC000292474,Engineering Graphics                                                ,095300,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CADD-115    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CADD-120    ,CCC000511906,Introduction to Computer-Aided Drafting and Design                  ,095300,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CADD-120    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CADD-125    ,CCC000322445,Solid Modeling Design                                               ,095300,D,A,3,3,N,B,N,Y,N,Y,Y,Y,CADD-125    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CADD-133    ,CCC000442592,Advanced Architectural Computer-Aided Drafting and Design           ,095300,D,A,3,3,N,B,N,Y,N,Y,Y,Y,CADD-133    ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-106      ,CCC000451757,Practicum: Beginning Observation and Experience                     ,130500,D,B,1,1,N,C,N,Y,N,Y,Y,Y,CD-106      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-123      ,CCC000195452,Principles and Practices of Programs and Curriculum for Young Childr,130500,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CD-123      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-126      ,CCC000134025,Art for Child Development                                           ,130500,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CD-126      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-127      ,CCC000608118,Science and Mathematics for Child Development                       ,130500,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CD-127      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-128      ,CCC000060102,Music and Movement for Child Development                            ,130500,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CD-128      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-129      ,CCC000319797,Language and Literature for Child Development                       ,130500,D,B,3,3,N,B,N,Y,N,Y,Y,Y,CD-129      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-130      ,CCC000214037,Curriculum: Design and Implementation                               ,130500,D,B,3,3,N,B,N,Y,N,Y,Y,Y,CD-130      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-131      ,CCC000608236,"Child, Family and Community                                         ",130500,D,A,3,3,N,C,N,Y,N,Y,Y,Y,CD-131      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-132      ,CCC000326452,Observation and Assessment: Field Experience Seminar                ,130500,D,B,3,3,N,B,N,Y,N,Y,Y,Y,CD-132      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-133      ,CCC000152514,Practicum-Field Experience: Student Teaching                        ,130500,D,B,2,2,N,B,C,Y,N,Y,Y,Y,CD-133      ,1,Y,N,N
CUYAMACA COLLEGE,021,257,CD-134      ,CCC000225843,"Health, Safety and Nutrition of Young Children                      ",130500,D,B,3,3,N,C,N,Y,N,Y,Y,Y,CD-134      ,1,Y,N,N
